ContractNaturalId,PlanetNaturalId,PlanetName,CreatorCompanyName,CreatorCompanyCode,MaterialName,MaterialTicker,MaterialCategory,MaterialWeight,MaterialVolume,MaterialAmount,Price,PriceCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
973,KW-020c,Milliways,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1761064221813,1763656221813,
306,KW-602c,Sonos Malum,Trident Pushers LLC,ATRI,mineralConstructionGranulate,MCG,156bbcce730fba6169338d560f05fd26,0.23999999463558197,0.10000000149011612,500.0,20000.0,CIS,1,1761334584969,1761766584969,
305,KW-602c,Sonos Malum,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1759868501297,1762460501297,
304,KW-602c,Sonos Malum,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1759868499992,1762460499992,
303,KW-602c,Sonos Malum,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1759868498900,1762460498900,
302,KW-602c,Sonos Malum,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1759868497677,1762460497677,
301,KW-602c,Sonos Malum,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1759868496499,1762460496499,
1948,KI-446b,Demeter,Femboy Farms N Furnace,FMBY,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,5,1759047308887,1761639308887,
7660,LS-300c,Griffonstone,Eminence Heavy Industries,EM32,sodium,NA,ef1d03e7ef924395c2173fc4e4ee8a6f,0.9700000286102295,1.0,250.0,5000.0,AIC,3,1760703882518,1763295882518,
7659,LS-300c,Griffonstone,Eminence Heavy Industries,EM32,sodium,NA,ef1d03e7ef924395c2173fc4e4ee8a6f,0.9700000286102295,1.0,250.0,5000.0,AIC,3,1760703881284,1763295881284,
1926,KW-358b,Giedi Prime,Peregrine Mercantile,PM,aluminiumOre,ALO,4c0430b40fbf7fa175ed4a5a13682c6f,1.350000023841858,1.0,200.0,40000.0,CIS,6,1761094768871,1761958768871,
1925,KW-358b,Giedi Prime,Peregrine Mercantile,PM,aluminiumOre,ALO,4c0430b40fbf7fa175ed4a5a13682c6f,1.350000023841858,1.0,200.0,40000.0,CIS,5,1761094766782,1761958766782,
1924,KW-358b,Giedi Prime,Peregrine Mercantile,PM,aluminiumOre,ALO,4c0430b40fbf7fa175ed4a5a13682c6f,1.350000023841858,1.0,200.0,40000.0,CIS,4,1761094764698,1761958764698,
1923,KW-358b,Giedi Prime,Peregrine Mercantile,PM,aluminiumOre,ALO,4c0430b40fbf7fa175ed4a5a13682c6f,1.350000023841858,1.0,200.0,40000.0,CIS,3,1761094762371,1761958762371,
33251,KW-688c,Etherwind,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,10,1761057006081,1763562606081,
33250,KW-688c,Etherwind,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,10,1761057004895,1763562604895,
33249,KW-688c,Etherwind,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,10,1761057004216,1763562604216,
